"Name","School","Rating"
"Bobby Durkin","Davidson",80.7292333333333
"Peter Suder","Miami OH",80.7246166666666
"Malik Reneau","Indiana",80.7222166666666
"Jahmai Mashack","Tennessee",80.7208666666667
"Damarco Minor","Oregon St.",80.7149666666666
"Paulius Murauskas","Saint Mary's",80.7106833333333
"Will Richard","Florida",80.6925833333334
"Malachi Smith","Dayton",80.6920833333333
"Markus Burton","Notre Dame",80.6918
"Wooga Poplar","Villanova",80.6768499999999
"Tamar Bates","Missouri",80.6244666666666
"Christian Davis","Bradley",80.6231333333334
"Myles Tate","Appalachian St.",80.6068666666666
"Boubacar Coulibaly","Pepperdine",80.6053333333334
"Tobe Awaka","Arizona",80.5902666666666
"Moustapha Thiam","UCF",80.5856333333333
"Johnathan Lawson","Little Rock",80.5785666666666
"Silas Demary Jr.","Georgia",80.5752166666667
"Stephan Swenson","UC Santa Barbara",80.5515
"Jamir Watkins","Florida St.",80.5405999999999
"Isaac McKneely","Virginia",80.5200166666667
"Dylan Arnett","Cleveland St.",80.5170666666666
"Frank Champion","Chattanooga",80.5042166666667
"Andersson Garcia","Texas A&M",80.49085
"Samson Johnson","Connecticut",80.4894333333334
"Latrell Wrightsell Jr.","Alabama",80.47405
"Kelton Talford","Winthrop",80.4738833333334
"Seth Trimble","North Carolina",80.4736166666667
"Javan Simmons","Toledo",80.4499833333333
"Otis Frazier III","UTEP",80.3936833333333
"Alston Mason","Arizona St.",80.3794333333334
"Baye Ndongo","Georgia Tech",80.36475
"Trevan Leonhardt","Utah Valley",80.3353000000001
"Jalen Terry","Eastern Michigan",80.3339
"Isaac Jessup","Cal Poly",80.3285666666666
"Leo Colimerio","Queens",80.3245833333333
"Bryce Hopkins","Providence",80.3229666666666
"David Joplin","Marquette",80.3064833333334
"Matthew-Alexander Moncrieffe","Seattle",80.2939499999999
"Kyler Filewich","Wofford",80.2835
"Brock Harding","Iowa",80.2354500000001
"Lamont Butler","Kentucky",80.2350666666667
"Frankie Collins","TCU",80.21335
"Tuongthach Gatkek","Little Rock",80.2091166666667
"Justin Vander Baan","Lafayette",80.2025166666666
"Aidan Kehoe","Navy",80.1850666666667
"Tyrel Morgan","Texas St.",80.1843
"Andrew Rohde","Virginia",80.1794833333333
