"Name","School","Rating"
"Carys Baker","Virginia Tech Hokies",68.4185666666666
"Chelby Koker","Northern Illinois Huskies",68.4126333333333
"Vanessa Shafford","Southern Indiana Screaming Eagles",68.3825166666666
"Hope Hassmann","Idaho Vandals",68.3613166666667
"DeYona Gaston","Auburn Tigers",68.3559166666666
"Mia Jacobs","Fresno State Bulldogs",68.3179500000001
"Amari Whiting","BYU Cougars",68.2963333333333
"Fadima Tall","Princeton Tigers",68.2665500000001
"Taisha Exanor","Monmouth Hawks",68.2662666666667
"Kelsey Ransom","Georgetown Hoyas",68.2627333333334
"Amiya Joyner","East Carolina Pirates",68.2488666666667
"Skylar Treadwell","Bellarmine Knights",68.2187166666667
"Sarah Lamet","Saint Martin's Saints",68.2031166666667
"Stefanie Ingram","Florida Atlantic Owls",68.2023166666667
"Caroline Bornemann","Maine Black Bears",68.1622666666667
"Saniyah King","Howard Bison",68.1603833333333
"Shawntenna Tillman","Coker Cobras",68.1513666666667
"Kendal Cheesman","Belmont Bruins",68.1438
"Deja Kelly","Oregon Ducks",68.12445
"Crystal Henderson","Georgia State Panthers",68.1117833333333
"Charity Gallegos","North Alabama Lions",68.11015
"Lexie Givens","Nevada Wolf Pack",68.0973166666667
"Alexandra Zelaya","UNC Wilmington Seahawks",68.0950833333333
"Abaigeal Babore","Fairleigh Dickinson Knights",68.0924666666667
"Ruby Santos","Saint Michael's Purple Knights",68.0890833333333
"Meredith Mayes","Abilene Christian Wildcats",68.0773833333333
"Kiki Iriafen","USC Trojans",68.05125
"Tyja Beans","Western Carolina Catamounts",68.045
"Kennedy Todd-Williams","Ole Miss Rebels",68.0444
"Angelina Dimarsico","Dominican (NY) Chargers",68.0306833333333
"Amyah Moore Allen","Colorado-Colorado Springs Mountain Lions",68.0035333333333
"Ellie Brueggemann","Lindenwood Lions",67.9883166666667
"Gabriela Jaquez","UCLA Bruins",67.9710333333334
"Essence Cody","Alabama Crimson Tide",67.9618
"Leia Beattie","Northern Arizona Lumberjacks",67.9578666666667
"Aaliyah McQueen","Detroit Mercy Titans",67.9136333333333
"Mihjae Hayes","Virginia St Trojans",67.9069333333333
"Jordyn Jenkins","UTSA Roadrunners",67.89995
"Mataya Gayle","Pennsylvania Quakers",67.8915333333333
"Taylor Thierry","Ohio State Buckeyes",67.8878333333333
"Mila Holloway","Michigan Wolverines",67.8785666666667
"Faith Blackstone","Stephen F. Austin Ladyjacks",67.8638
"Lexi Fleming","Bowling Green Falcons",67.85825
"Yaya Felder","Baylor Bears",67.8394166666666
"Olivia Pollerd","Santa Clara Broncos",67.8333333333333
"Genesis Bryant","Illinois Fighting Illini",67.8330333333333
"Allie Meadows","Western Illinois Leathernecks",67.8321833333334
"Olivia Olson","Michigan Wolverines",67.8089
"Bella Pucci","Binghamton Bearcats",67.7899499999999
